timestamp,type,severity,message,lat,lon
2025-10-27T18:21:19.313079,FloodRisk,HIGH,Flood risk: score 0.39. Avg sensor 141.5 cm.,,
2025-10-27T18:21:19.948571,FloodRisk,HIGH,Flood risk: score 0.38. Avg sensor 142.4 cm.,,
2025-10-27T18:21:20.583513,FloodRisk,HIGH,Flood risk: score 0.38. Avg sensor 143.3 cm.,,
2025-10-27T18:21:21.172825,FloodRisk,HIGH,Flood risk: score 0.38. Avg sensor 144.1 cm.,,
2025-10-27T18:21:21.800239,FloodRisk,HIGH,Flood risk: score 0.38. Avg sensor 144.9 cm.,,
2025-10-27T18:21:22.449995,FloodRisk,HIGH,Flood risk: score 0.38. Avg sensor 145.8 cm.,,
2025-10-27T18:21:23.089457,FloodRisk,HIGH,Flood risk: score 0.38. Avg sensor 146.6 cm.,,
2025-10-27T18:21:23.780005,FloodRisk,HIGH,Flood risk: score 0.38. Avg sensor 147.5 cm.,,
2025-10-27T18:21:24.486871,FloodRisk,HIGH,Flood risk: score 0.38. Avg sensor 148.3 cm.,,
2025-10-27T18:21:25.499704,FloodRisk,HIGH,Flood risk: score 0.38. Avg sensor 149.1 cm.,,
2025-10-27T18:21:26.161035,FloodRisk,HIGH,Flood risk: score 0.37. Avg sensor 150.0 cm.,,
2025-10-27T18:21:26.706772,FloodRisk,HIGH,Flood risk: score 0.37. Avg sensor 150.8 cm.,,
2025-10-27T18:21:27.268167,FloodRisk,HIGH,Flood risk: score 0.37. Avg sensor 151.7 cm.,,
2025-10-27T18:21:27.855938,FloodRisk,HIGH,Flood risk: score 0.37. Avg sensor 152.5 cm.,,
2025-10-27T18:21:28.466899,FloodRisk,HIGH,Flood risk: score 0.37. Avg sensor 153.3 cm.,,
2025-10-27T18:21:29.055231,FloodRisk,HIGH,Flood risk: score 0.37. Avg sensor 154.2 cm.,,
2025-10-27T18:21:29.670988,FloodRisk,HIGH,Flood risk: score 0.37. Avg sensor 154.9 cm.,,
2025-10-27T18:21:30.274784,FloodRisk,HIGH,Flood risk: score 0.37. Avg sensor 155.2 cm.,,
2025-10-27T18:21:30.797148,FloodRisk,HIGH,Flood risk: score 0.37. Avg sensor 155.6 cm.,,
2025-10-27T18:21:31.330964,FloodRisk,HIGH,Flood risk: score 0.37. Avg sensor 155.9 cm.,,
2025-10-27T18:21:31.895046,FloodRisk,HIGH,Flood risk: score 0.37. Avg sensor 156.3 cm.,,
2025-10-27T18:21:32.480795,FloodRisk,HIGH,Flood risk: score 0.37. Avg sensor 156.7 cm.,,
2025-10-27T18:21:33.014701,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 157.0 cm.,,
2025-10-27T18:21:33.887350,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 157.4 cm.,,
2025-10-27T18:21:34.427624,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 157.7 cm.,,
2025-10-27T18:21:35.053908,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 158.1 cm.,,
2025-10-27T18:21:35.703765,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 158.5 cm.,,
2025-10-27T18:21:36.423589,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 158.8 cm.,,
2025-10-27T18:21:37.039197,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 159.2 cm.,,
2025-10-27T18:21:37.586161,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 159.5 cm.,,
2025-10-27T18:21:38.255821,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 159.9 cm.,,
2025-10-27T18:21:38.988386,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 160.3 cm.,,
2025-10-27T18:21:39.607807,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 160.6 cm.,,
2025-10-27T18:21:40.264346,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 161.0 cm.,,
2025-10-27T18:21:40.864481,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 161.3 cm.,,
2025-10-27T18:21:41.779313,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 161.7 cm.,,
2025-10-27T18:21:42.438058,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 162.1 cm.,,
2025-10-27T18:21:43.014082,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 162.4 cm.,,
2025-10-27T18:21:43.602638,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 162.8 cm.,,
2025-10-27T18:21:44.190458,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 163.1 cm.,,
2025-10-27T18:21:44.790279,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 163.5 cm.,,
2025-10-27T18:21:45.438730,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 163.9 cm.,,
2025-10-27T18:21:46.026657,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 164.2 cm.,,
2025-10-27T18:21:46.582393,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 164.6 cm.,,
2025-10-27T18:21:47.201757,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 164.9 cm.,,
2025-10-27T18:21:47.803344,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 165.3 cm.,,
2025-10-27T18:21:48.344938,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 165.7 cm.,,
2025-10-27T18:21:49.078740,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 166.0 cm.,,
2025-10-27T18:21:49.679620,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 166.4 cm.,,
2025-10-27T18:21:50.285100,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 166.7 cm.,,
2025-10-27T18:21:50.835161,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 167.1 cm.,,
2025-10-27T18:21:51.409422,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 167.5 cm.,,
2025-10-27T18:21:51.965554,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 167.8 cm.,,
2025-10-27T18:21:52.606370,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 168.2 cm.,,
2025-10-27T18:21:53.188602,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 168.5 cm.,,
2025-10-27T18:21:53.770682,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 168.9 cm.,,
2025-10-27T18:21:54.505875,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 169.3 cm.,,
2025-10-27T18:21:55.246204,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 169.6 cm.,,
2025-10-27T18:21:55.913076,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 170.0 cm.,,
2025-10-27T18:21:56.491043,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 170.3 cm.,,
2025-10-27T18:21:57.051567,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 170.7 cm.,,
2025-10-27T18:21:57.629386,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 171.1 cm.,,
2025-10-27T18:21:58.191818,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 171.4 cm.,,
2025-10-27T18:21:58.960488,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 171.6 cm.,,
2025-10-27T18:21:59.598168,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 171.7 cm.,,
2025-10-27T18:22:00.194552,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 171.8 cm.,,
2025-10-27T18:22:00.758555,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 171.8 cm.,,
2025-10-27T18:22:01.307984,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 171.9 cm.,,
2025-10-27T18:22:01.852815,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 172.0 cm.,,
2025-10-27T18:22:02.830001,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 172.1 cm.,,
2025-10-27T18:22:03.921216,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 172.2 cm.,,
2025-10-27T18:22:04.569194,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 172.2 cm.,,
2025-10-27T18:22:05.174139,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 172.3 cm.,,
2025-10-27T18:22:05.925520,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 172.4 cm.,,
2025-10-27T18:22:06.531319,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 172.5 cm.,,
2025-10-27T18:22:07.182339,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 172.6 cm.,,
2025-10-27T18:22:07.809687,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 172.6 cm.,,
2025-10-27T18:22:08.428107,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 172.7 cm.,,
2025-10-27T18:22:09.073707,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 172.8 cm.,,
2025-10-27T18:22:09.704888,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 172.9 cm.,,
2025-10-27T18:22:10.346103,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 173.0 cm.,,
2025-10-27T18:22:10.948141,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 173.0 cm.,,
2025-10-27T18:22:11.531280,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 173.1 cm.,,
2025-10-27T18:22:12.156246,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 173.2 cm.,,
2025-10-27T18:22:12.761931,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 173.3 cm.,,
2025-10-27T18:22:13.311427,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 173.4 cm.,,
2025-10-27T18:22:13.864733,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 173.4 cm.,,
2025-10-27T18:22:14.450499,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 173.5 cm.,,
2025-10-27T18:22:15.067507,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 173.6 cm.,,
2025-10-27T18:22:15.669124,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 173.7 cm.,,
2025-10-27T18:22:16.232648,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 173.8 cm.,,
2025-10-27T18:22:17.218000,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 173.8 cm.,,
2025-10-27T18:22:17.858715,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 173.9 cm.,,
2025-10-27T18:22:18.452009,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 174.0 cm.,,
2025-10-27T18:22:19.151242,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 174.1 cm.,,
2025-10-27T18:22:19.852779,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 174.2 cm.,,
2025-10-27T18:22:20.452903,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 174.2 cm.,,
2025-10-27T18:22:21.116874,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 174.3 cm.,,
2025-10-27T18:22:21.809542,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 174.4 cm.,,
2025-10-27T18:22:22.486568,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 174.5 cm.,,
2025-10-27T18:22:22.977810,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 174.6 cm.,,
2025-10-27T18:22:23.457241,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 174.6 cm.,,
2025-10-27T18:22:23.926252,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 174.7 cm.,,
2025-10-27T18:22:24.445660,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 174.8 cm.,,
2025-10-27T18:22:24.883582,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 174.9 cm.,,
2025-10-27T18:22:25.400204,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 175.0 cm.,,
2025-10-27T18:22:26.118470,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 175.0 cm.,,
2025-10-27T18:22:26.805785,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 175.1 cm.,,
2025-10-27T18:22:27.508239,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 175.2 cm.,,
2025-10-27T18:22:28.185557,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 175.3 cm.,,
2025-10-27T18:22:28.967756,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 175.4 cm.,,
2025-10-27T18:22:29.604737,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 175.4 cm.,,
2025-10-27T18:22:30.227024,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 175.5 cm.,,
2025-10-27T18:22:30.922996,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 175.6 cm.,,
2025-10-27T18:22:32.097331,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 175.7 cm.,,
2025-10-27T18:22:33.024547,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 175.8 cm.,,
2025-10-27T18:22:33.516063,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 175.8 cm.,,
2025-10-27T18:22:34.125854,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 175.9 cm.,,
2025-10-27T18:22:34.875067,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 176.0 cm.,,
2025-10-27T18:22:35.660741,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 176.1 cm.,,
2025-10-27T18:22:36.395638,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 176.2 cm.,,
2025-10-27T18:22:37.175114,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 176.2 cm.,,
2025-10-27T18:22:37.897532,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 176.3 cm.,,
2025-10-27T18:22:38.582914,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 176.4 cm.,,
2025-10-27T18:22:39.222153,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 176.5 cm.,,
2025-10-27T18:22:39.954764,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 176.6 cm.,,
2025-10-27T18:22:40.668385,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 176.6 cm.,,
2025-10-27T18:22:41.354926,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 176.7 cm.,,
2025-10-27T18:22:42.825741,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 176.8 cm.,,
2025-10-27T18:22:43.543078,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 176.9 cm.,,
2025-10-27T18:22:44.163297,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 177.0 cm.,,
2025-10-27T18:22:44.930822,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 177.0 cm.,,
2025-10-27T18:22:45.790306,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 177.1 cm.,,
2025-10-27T18:22:46.482194,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 177.2 cm.,,
2025-10-27T18:22:47.301679,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 177.3 cm.,,
2025-10-27T18:22:48.093004,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 177.4 cm.,,
2025-10-27T18:22:49.111545,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 177.4 cm.,,
2025-10-27T18:22:49.825422,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 177.5 cm.,,
2025-10-27T18:22:50.390437,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 177.6 cm.,,
2025-10-27T18:22:50.969657,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 177.7 cm.,,
2025-10-27T18:22:51.606106,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 177.8 cm.,,
2025-10-27T18:22:52.243498,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 177.8 cm.,,
2025-10-27T18:22:53.311421,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 177.9 cm.,,
2025-10-27T18:22:53.921574,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 178.0 cm.,,
2025-10-27T18:22:54.483501,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 178.1 cm.,,
2025-10-27T18:22:55.105810,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 178.2 cm.,,
2025-10-27T18:22:55.822402,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 178.2 cm.,,
2025-10-27T18:22:56.556581,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 178.3 cm.,,
2025-10-27T18:22:57.259227,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 178.4 cm.,,
2025-10-27T18:22:57.961526,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 178.5 cm.,,
2025-10-27T18:22:58.665353,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 178.6 cm.,,
2025-10-27T18:22:59.284601,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 178.6 cm.,,
2025-10-27T18:22:59.903721,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 178.7 cm.,,
2025-10-27T18:23:00.548741,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 178.8 cm.,,
2025-10-27T18:23:01.087353,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 178.9 cm.,,
2025-10-27T18:23:01.687084,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 179.0 cm.,,
2025-10-27T18:23:02.388996,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 179.0 cm.,,
2025-10-27T18:23:04.233148,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 179.1 cm.,,
2025-10-27T18:23:05.050372,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 179.2 cm.,,
2025-10-27T18:23:05.569845,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 179.3 cm.,,
2025-10-27T18:23:06.071879,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 179.4 cm.,,
2025-10-27T18:23:06.546272,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 179.4 cm.,,
2025-10-27T18:23:07.246287,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 179.5 cm.,,
2025-10-27T18:23:08.591128,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 179.6 cm.,,
2025-10-27T18:23:09.229553,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 179.7 cm.,,
2025-10-27T18:23:10.187804,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 179.8 cm.,,
2025-10-27T18:23:11.102655,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 179.8 cm.,,
2025-10-27T18:23:11.786180,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 179.9 cm.,,
2025-10-27T18:23:12.541402,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 180.0 cm.,,
2025-10-27T18:23:13.237377,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 180.1 cm.,,
2025-10-27T18:23:13.862035,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 180.2 cm.,,
2025-10-27T18:23:14.572358,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 180.2 cm.,,
2025-10-27T18:23:15.333843,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 180.3 cm.,,
2025-10-27T18:23:16.694297,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 180.4 cm.,,
2025-10-27T18:23:18.468610,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 180.5 cm.,,
2025-10-27T18:23:19.272552,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 180.6 cm.,,
2025-10-27T18:23:20.099883,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 180.6 cm.,,
2025-10-27T18:23:20.676817,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 180.7 cm.,,
2025-10-27T18:23:21.217635,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 180.8 cm.,,
2025-10-27T18:23:21.672577,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 180.9 cm.,,
2025-10-27T18:23:22.213304,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 181.0 cm.,,
2025-10-27T18:23:22.757886,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 181.0 cm.,,
2025-10-27T18:23:23.564462,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 181.1 cm.,,
2025-10-27T18:23:24.171698,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 181.2 cm.,,
2025-10-27T18:23:24.784153,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 181.3 cm.,,
2025-10-27T18:23:25.333801,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 181.4 cm.,,
2025-10-27T18:23:26.035719,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 181.4 cm.,,
2025-10-27T18:23:26.620160,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 181.5 cm.,,
2025-10-27T18:23:27.477829,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 181.6 cm.,,
2025-10-27T18:23:28.549086,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 181.7 cm.,,
2025-10-27T18:23:30.037290,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 181.8 cm.,,
2025-10-27T18:23:30.951926,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 181.8 cm.,,
2025-10-27T18:23:32.304238,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 181.9 cm.,,
2025-10-27T18:23:32.759267,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 182.0 cm.,,
2025-10-27T18:23:33.226407,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 182.1 cm.,,
2025-10-27T18:23:33.676881,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 182.2 cm.,,
2025-10-27T18:23:34.155302,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 182.2 cm.,,
2025-10-27T18:23:34.733488,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 182.3 cm.,,
2025-10-27T18:23:35.572750,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 182.4 cm.,,
2025-10-27T18:23:36.738682,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 182.5 cm.,,
2025-10-27T18:23:37.655254,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 182.6 cm.,,
2025-10-27T18:23:38.414072,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 182.6 cm.,,
2025-10-27T18:23:39.667395,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 182.7 cm.,,
2025-10-27T18:23:40.490245,FloodRisk,HIGH,Flood risk: score 0.36. Avg sensor 182.8 cm.,,
